category,round,player_a_rank,player_a,score,player_b,player_b_rank,duration_minutes,category_code,category_label
XD,Round 1,,HUANG Yi Xuan / QIN Hui Zhi,21-19 / 21-15,Bo-Yuan CHEN / CHUNG Kan-Yu,,32,XD,Mixed Doubles
XD,Round 1,,MA Xi Xiang / TANG Rui Zhi,12-21 / 21-15 / 21-16,LIN Bing-Wei / LIN Chih-Chun,,49,XD,Mixed Doubles
XD,Round 1,,Yuichi SHIMOGAMI / Sayaka HOBARA,21-19 / 21-15,CHIANG Chien-Wei / Nicole Gonzales CHAN,,32,XD,Mixed Doubles
XD,Round 1,,HUANG Jui-Hsuan / HSIEH Pei Shan,21-9 / 21-6,Ming Yap TOO / Xuan LIM,,18,XD,Mixed Doubles
XD,Round 1,,SHANG Yichen / LIN Fangling,21-15 / 21-17,LEONG Iok Chong / Weng Chi NG,,29,XD,Mixed Doubles
XD,Round 1,,WU Hsuan-Yi / YANG Chu Yun,21-15 / 21-11,MA Cheng-Yi / LIN YEN YU,,23,XD,Mixed Doubles
XD,Round 2,,CHIU Hsiang Chieh / LIN Xiao Min,21-18 / 21-18,CHENG Kai Wen / LIU Chiao-Yun,,27,XD,Mixed Doubles
XD,Round 2,,ZHANG Hanyu / WU Meng Ying,21-11 / 21-13,CHEN Sihang / LIN Xin,,32,XD,Mixed Doubles
XD,Round 2,,Pakkapon TEERARATSAKUL / Phataimas MUENWONG,21-7 / 21-10,CHEN Xin-Yuan / HUNG Yu- En,,24,XD,Mixed Doubles
XD,Round 2,,ZHOU Zhi Hong / YANG Jiayi,21-14 / 19-21 / 21-10,TING Yen-Chen / WANG Yi Zhen,,51,XD,Mixed Doubles
XD,Round 2,,GUO Xinwa / LI Qian,21-6 / 21-10,CHEN Yu-Che / Yuan Chi LIAO,,23,XD,Mixed Doubles
XD,Round 2,,MA Xi Xiang / TANG Rui Zhi,15-21 / 21-16 / 21-10,HUANG Yi Xuan / QIN Hui Zhi,,52,XD,Mixed Doubles
XD,Round 2,,Yuichi SHIMOGAMI / Sayaka HOBARA,21-11 / 21-10,HUANG Jui-Hsuan / HSIEH Pei Shan,,31,XD,Mixed Doubles
XD,Round 2,,SHANG Yichen / LIN Fangling,14-21 / 21-17 / 21-14,WU Hsuan-Yi / YANG Chu Yun,,51,XD,Mixed Doubles
XD,Quarter-final,,ZHANG Hanyu / WU Meng Ying,20-22 / 21-17 / 21-18,CHIU Hsiang Chieh / LIN Xiao Min,,57,XD,Mixed Doubles
XD,Quarter-final,,ZHOU Zhi Hong / YANG Jiayi,24-22 / 21-17,Pakkapon TEERARATSAKUL / Phataimas MUENWONG,,49,XD,Mixed Doubles
XD,Quarter-final,,GUO Xinwa / LI Qian,21-14 / 21-16,MA Xi Xiang / TANG Rui Zhi,,38,XD,Mixed Doubles
XD,Quarter-final,,Yuichi SHIMOGAMI / Sayaka HOBARA,21-18 / 18-21 / 21-18,SHANG Yichen / LIN Fangling,,66,XD,Mixed Doubles
XD,Semi-final,,ZHOU Zhi Hong / YANG Jiayi,22-20 / 21-14,ZHANG Hanyu / WU Meng Ying,,43,XD,Mixed Doubles
XD,Semi-final,,GUO Xinwa / LI Qian,21-19 / 21-15,Yuichi SHIMOGAMI / Sayaka HOBARA,,40,XD,Mixed Doubles
XD,Final,,ZHOU Zhi Hong / YANG Jiayi,21-15 / 21-15,GUO Xinwa / LI Qian,,41,XD,Mixed Doubles
